#  E [GeV]   Gammas per Interaction 
  1.669940e+01   1.317462e+00
  1.726178e+01   1.263411e+00
  1.784310e+01   1.211487e+00
  1.844399e+01   1.161632e+00
  1.906513e+01   1.113739e+00
  1.970718e+01   1.067734e+00
  2.037085e+01   1.023648e+00
  2.105687e+01   9.813609e-01
  2.176600e+01   9.407426e-01
  2.249900e+01   9.017186e-01
  2.325669e+01   8.641798e-01
  2.403990e+01   8.281298e-01
  2.484949e+01   7.935116e-01
  2.568633e+01   7.602352e-01
  2.655137e+01   7.282685e-01
  2.744553e+01   6.975777e-01
  2.836980e+01   6.681019e-01
  2.932520e+01   6.397598e-01
  3.031278e+01   6.125553e-01
  3.133361e+01   5.864444e-01
  3.238882e+01   5.614140e-01
  3.347957e+01   5.374031e-01
  3.460705e+01   5.143608e-01
  3.577250e+01   4.922531e-01
  3.697720e+01   4.710507e-01
  3.822247e+01   4.507074e-01
  3.950967e+01   4.311897e-01
  4.084023e+01   4.124727e-01
  4.221559e+01   3.945198e-01
  4.363727e+01   3.772988e-01
  4.510683e+01   3.607850e-01
  4.662588e+01   3.449556e-01
  4.819608e+01   3.297746e-01
  4.981917e+01   3.152166e-01
  5.149691e+01   3.012703e-01
  5.323115e+01   2.879009e-01
  5.502380e+01   2.750829e-01
  5.687682e+01   2.627822e-01
  5.879224e+01   2.509682e-01
  6.077217e+01   2.396451e-01
  6.281877e+01   2.287935e-01
  6.493430e+01   2.183712e-01
  6.712107e+01   2.083817e-01
  6.938149e+01   1.988113e-01
  7.171803e+01   1.896286e-01
  7.413325e+01   1.808111e-01
  7.662981e+01   1.723668e-01
  7.921045e+01   1.642809e-01
  8.187799e+01   1.564979e-01
  8.463537e+01   1.490441e-01
  8.748561e+01   1.419098e-01
  9.043183e+01   1.350594e-01
  9.347728e+01   1.284766e-01
  9.662528e+01   1.221794e-01
  9.987930e+01   1.161562e-01
  1.032429e+02   1.103416e-01
  1.067198e+02   1.047805e-01
  1.103137e+02   9.946477e-02
  1.140287e+02   9.434330e-02
  1.178689e+02   8.940845e-02
  1.218383e+02   8.469501e-02
  1.259414e+02   8.019411e-02
  1.301827e+02   7.592276e-02
  1.345668e+02   7.184460e-02
  1.390986e+02   6.795159e-02
  1.437829e+02   6.427615e-02
  1.486251e+02   6.080176e-02
  1.536303e+02   5.748552e-02
  1.588040e+02   5.432498e-02
  1.641520e+02   5.137226e-02
  1.696801e+02   4.855428e-02
  1.753944e+02   4.586539e-02
  1.813011e+02   4.332692e-02
  1.874067e+02   4.092360e-02
  1.937179e+02   3.863090e-02
  2.002417e+02   3.644722e-02
  2.069852e+02   3.438936e-02
  2.139557e+02   3.242690e-02
  2.211611e+02   3.055582e-02
  2.286090e+02   2.877949e-02
  2.363078e+02   2.709057e-02
  2.442659e+02   2.548114e-02
  2.524919e+02   2.395157e-02
  2.609950e+02   2.251417e-02
  2.697845e+02   2.114501e-02
  2.788699e+02   1.984116e-02
  2.882613e+02   1.861698e-02
  2.979690e+02   1.745930e-02
  3.080036e+02   1.635730e-02
  3.183762e+02   1.531364e-02
  3.290980e+02   1.433976e-02
  3.401809e+02   1.341307e-02
  3.516371e+02   1.253155e-02
  3.634791e+02   1.171004e-02
  3.757198e+02   1.093483e-02
  3.883728e+02   1.019770e-02
  4.014519e+02   9.502616e-03
  4.149715e+02   8.858112e-03
  4.289463e+02   8.245518e-03
  4.433918e+02   7.663437e-03
  4.583238e+02   7.123349e-03
  4.737586e+02   6.613883e-03
  4.897132e+02   6.130053e-03
  5.062051e+02   5.676932e-03
  5.232524e+02   5.260782e-03
  5.408738e+02   4.865722e-03
  5.590887e+02   4.490820e-03
  5.779169e+02   4.150454e-03
  5.973792e+02   3.830636e-03
  6.174970e+02   3.527253e-03
  6.382922e+02   3.245491e-03
  6.597878e+02   2.989029e-03
  6.820073e+02   2.745833e-03
  7.049750e+02   2.515310e-03
  7.287162e+02   2.309855e-03
  7.532569e+02   2.116940e-03
  7.786241e+02   1.934143e-03
  8.048456e+02   1.766271e-03
  8.319501e+02   1.615009e-03
  8.599674e+02   1.471729e-03
  8.889283e+02   1.336071e-03
  9.188644e+02   1.217277e-03
  9.498087e+02   1.105598e-03
  9.817951e+02   9.999041e-04
  1.014859e+03   9.044977e-04
  1.049036e+03   8.197587e-04
  1.084364e+03   7.395812e-04
  1.120882e+03   6.637578e-04
  1.158629e+03   6.001880e-04
  1.197648e+03   5.403031e-04
  1.237981e+03   4.836832e-04
  1.279672e+03   4.335731e-04
  1.322767e+03   3.895849e-04
  1.367313e+03   3.480027e-04
  1.413360e+03   3.088135e-04
  1.460957e+03   2.770610e-04
  1.510157e+03   2.470496e-04
  1.561014e+03   2.186997e-04
  1.613584e+03   1.942028e-04
  1.667924e+03   1.729266e-04
  1.724094e+03   1.528306e-04
  1.782156e+03   1.340639e-04
  1.842173e+03   1.191542e-04
  1.904211e+03   1.050736e-04
  1.968339e+03   9.178411e-05
  2.034626e+03   8.065904e-05
  2.103146e+03   7.111004e-05
  2.173972e+03   6.209762e-05
  2.247185e+03   5.379282e-05
  2.322862e+03   4.743693e-05
  2.401089e+03   4.143807e-05
  2.481949e+03   3.577975e-05
  2.565533e+03   3.118611e-05
  2.651932e+03   2.725997e-05
  2.741240e+03   2.355655e-05
  2.833556e+03   2.019531e-05
  2.928981e+03   1.767718e-05
  3.027619e+03   1.530168e-05
  3.129579e+03   1.306221e-05
  3.234973e+03   1.131564e-05
  3.343916e+03   9.829710e-06
  3.456528e+03   8.428587e-06
  3.572932e+03   7.179425e-06
  3.693257e+03   6.261034e-06
  3.817633e+03   5.394865e-06
  3.946198e+03   4.578488e-06
  4.079093e+03   3.967126e-06
  4.216464e+03   3.445872e-06
  4.358460e+03   2.954371e-06
  4.505239e+03   2.525837e-06
  4.656960e+03   2.218125e-06
  4.813791e+03   1.927782e-06
  4.975903e+03   1.654003e-06
  5.143475e+03   1.454452e-06
  5.316690e+03   1.281856e-06
  5.495739e+03   1.118964e-06
  5.680817e+03   9.797160e-07
  5.872128e+03   8.798371e-07
  6.069882e+03   7.854263e-07
  6.274295e+03   6.962333e-07
  6.485593e+03   6.302786e-07
  6.704006e+03   5.714822e-07
  6.929774e+03   5.158480e-07
  7.163146e+03   4.656706e-07
  7.404377e+03   4.225047e-07
  7.653732e+03   3.816572e-07
  7.911484e+03   3.430229e-07
  8.177916e+03   3.085955e-07
  8.453322e+03   2.763266e-07
  8.738001e+03   2.458327e-07
  9.032268e+03   2.200316e-07
  9.336445e+03   1.999490e-07
  9.650865e+03   1.809415e-07
  9.975874e+03   1.629603e-07
  1.031183e+04   -1.000000e-40
  1.065910e+04   -1.000000e-40
  1.101806e+04   -1.000000e-40
  1.138911e+04   -1.000000e-40
  1.177266e+04   -1.000000e-40
  1.216912e+04   -1.000000e-40
  1.257894e+04   -1.000000e-40
  1.300255e+04   -1.000000e-40
  1.344044e+04   -1.000000e-40
  1.389307e+04   -1.000000e-40
  1.436094e+04   -1.000000e-40
  1.484457e+04   -1.000000e-40
  1.534448e+04   -1.000000e-40
  1.586123e+04   -1.000000e-40
  1.639539e+04   -1.000000e-40
  1.694753e+04   -1.000000e-40
  1.751827e+04   -1.000000e-40
  1.810822e+04   -1.000000e-40
  1.871805e+04   -1.000000e-40
  1.934841e+04   -1.000000e-40
  2.000000e+04   -1.000000e-40
