#  E [GeV]   # per interaction [GeV^{-1}]
  4.119247e+00   1.247400e+00
  4.225305e+00   1.196337e+00
  4.334094e+00   1.147050e+00
  4.445684e+00   1.099485e+00
  4.560146e+00   1.053449e+00
  4.677556e+00   1.008981e+00
  4.797989e+00   9.660809e-01
  4.921523e+00   9.246990e-01
  5.048237e+00   8.848387e-01
  5.178214e+00   8.466154e-01
  5.311537e+00   8.097535e-01
  5.448293e+00   7.742087e-01
  5.588570e+00   7.399381e-01
  5.732458e+00   7.071292e-01
  5.880052e+00   6.756152e-01
  6.031445e+00   6.452377e-01
  6.186736e+00   6.159595e-01
  6.346026e+00   5.877988e-01
  6.509417e+00   5.610072e-01
  6.677014e+00   5.351903e-01
  6.848927e+00   5.103160e-01
  7.025266e+00   4.863532e-01
  7.206145e+00   4.635334e-01
  7.391681e+00   4.417196e-01
  7.581995e+00   4.207089e-01
  7.777208e+00   4.004746e-01
  7.977447e+00   3.810247e-01
  8.182842e+00   3.627004e-01
  8.393525e+00   3.450559e-01
  8.609633e+00   3.280687e-01
  8.831305e+00   3.117169e-01
  9.058684e+00   2.961740e-01
  9.291917e+00   2.813725e-01
  9.531156e+00   2.671274e-01
  9.776554e+00   2.534202e-01
  1.002827e+01   2.402405e-01
  1.028647e+01   2.279791e-01
  1.055131e+01   2.161819e-01
  1.082298e+01   2.048333e-01
  1.110164e+01   1.939182e-01
  1.138747e+01   1.836140e-01
  1.168066e+01   1.739006e-01
  1.198140e+01   1.645592e-01
  1.228989e+01   1.555772e-01
  1.260631e+01   1.469424e-01
  1.293089e+01   1.389922e-01
  1.326382e+01   1.313628e-01
  1.360532e+01   1.240288e-01
  1.395562e+01   1.169802e-01
  1.431493e+01   1.103526e-01
  1.468350e+01   1.041708e-01
  1.506155e+01   9.822979e-02
  1.544934e+01   9.252140e-02
  1.584712e+01   8.703770e-02
  1.625513e+01   8.203391e-02
  1.667365e+01   7.725426e-02
  1.710295e+01   7.266287e-02
  1.754330e+01   6.825331e-02
  1.799498e+01   6.410428e-02
  1.845830e+01   6.025957e-02
  1.893354e+01   5.656748e-02
  1.942102e+01   5.302277e-02
  1.992106e+01   4.962037e-02
  2.043396e+01   4.655014e-02
  2.096008e+01   4.363777e-02
  2.149973e+01   4.084226e-02
  2.205329e+01   3.815961e-02
  2.262109e+01   3.564894e-02
  2.320351e+01   3.337360e-02
  2.380093e+01   3.119003e-02
  2.441374e+01   2.909505e-02
  2.504232e+01   2.708559e-02
  2.568708e+01   2.528857e-02
  2.634844e+01   2.359903e-02
  2.702683e+01   2.197839e-02
  2.772269e+01   2.042423e-02
  2.843647e+01   1.896992e-02
  2.916862e+01   1.767593e-02
  2.991962e+01   1.643495e-02
  3.068996e+01   1.524512e-02
  3.148013e+01   1.410468e-02
  3.229065e+01   1.309380e-02
  3.312204e+01   1.215450e-02
  3.397483e+01   1.125410e-02
  3.484958e+01   1.039124e-02
  3.574685e+01   9.581686e-03
  3.666722e+01   8.872805e-03
  3.761129e+01   8.193474e-03
  3.857967e+01   7.542655e-03
  3.957297e+01   6.919347e-03
  4.059186e+01   6.373183e-03
  4.163697e+01   5.874260e-03
  4.270900e+01   5.396367e-03
  4.380863e+01   4.938765e-03
  4.493656e+01   4.509387e-03
  4.609354e+01   4.149337e-03
  4.728031e+01   3.804521e-03
  4.849764e+01   3.474400e-03
  4.974630e+01   3.158456e-03
  5.102712e+01   2.884520e-03
  5.234091e+01   2.639764e-03
  5.368853e+01   2.405479e-03
  5.507084e+01   2.181291e-03
  5.648875e+01   1.969834e-03
  5.794316e+01   1.799253e-03
  5.943502e+01   1.635994e-03
  6.096529e+01   1.479797e-03
  6.253496e+01   1.330411e-03
  6.414505e+01   1.202157e-03
  6.579659e+01   1.090864e-03
  6.749065e+01   9.844004e-04
  6.922833e+01   8.825945e-04
  7.101075e+01   7.857705e-04
  7.283906e+01   7.107545e-04
  7.471444e+01   6.390093e-04
  7.663811e+01   5.704180e-04
  7.861131e+01   5.048675e-04
  8.063531e+01   4.493404e-04
  8.271142e+01   4.032593e-04
  8.484099e+01   3.592084e-04
  8.702538e+01   3.171148e-04
  8.926602e+01   2.769081e-04
  9.156435e+01   2.478296e-04
  9.392185e+01   2.203282e-04
  9.634005e+01   1.940513e-04
  9.882052e+01   1.689547e-04
  1.013648e+02   1.479326e-04
  1.039747e+02   1.315038e-04
  1.066517e+02   1.158066e-04
  1.093977e+02   1.008146e-04
  1.122143e+02   8.650219e-05
  1.151035e+02   7.645095e-05
  1.180671e+02   6.719293e-05
  1.211069e+02   5.835150e-05
  1.242251e+02   4.991159e-05
  1.274235e+02   4.282099e-05
  1.307042e+02   3.757155e-05
  1.340695e+02   3.255867e-05
  1.375214e+02   2.777376e-05
  1.410621e+02   2.320855e-05
  1.446940e+02   2.004260e-05
  1.484195e+02   1.722000e-05
  1.522408e+02   1.452648e-05
  1.561605e+02   1.195733e-05
  1.601812e+02   9.809998e-06
  1.643054e+02   8.376065e-06
  1.685357e+02   7.007936e-06
  1.728750e+02   5.703212e-06
  1.773260e+02   4.459572e-06
  1.818916e+02   3.809929e-06
  1.865748e+02   3.324192e-06
  1.913785e+02   2.860439e-06
  1.963059e+02   2.417874e-06
  2.013602e+02   -1.000000e-40
  2.065446e+02   -1.000000e-40
  2.118625e+02   -1.000000e-40
  2.173173e+02   -1.000000e-40
  2.229126e+02   -1.000000e-40
  2.286519e+02   -1.000000e-40
  2.345390e+02   -1.000000e-40
  2.405777e+02   -1.000000e-40
  2.467718e+02   -1.000000e-40
  2.531254e+02   -1.000000e-40
  2.596426e+02   -1.000000e-40
  2.663276e+02   -1.000000e-40
  2.731848e+02   -1.000000e-40
  2.802184e+02   -1.000000e-40
  2.874332e+02   -1.000000e-40
  2.948337e+02   -1.000000e-40
  3.024248e+02   -1.000000e-40
  3.102113e+02   -1.000000e-40
  3.181983e+02   -1.000000e-40
  3.263910e+02   -1.000000e-40
  3.347945e+02   -1.000000e-40
  3.434145e+02   -1.000000e-40
  3.522563e+02   -1.000000e-40
  3.613259e+02   -1.000000e-40
  3.706289e+02   -1.000000e-40
  3.801715e+02   -1.000000e-40
  3.899597e+02   -1.000000e-40
  4.000000e+02   -1.000000e-40
